area_type,availability,location,size,total_sqft,bath,balcony,price
3,Ready To Move,MS Pallya,3 BHK,1200,3.0,0.0,90.0
2,Ready To Move,Binny Mills Employees Colony,4 Bedroom,1500,4.0,2.0,230.0
0,Ready To Move,Bannerghatta Road,1 BHK,500,1.0,1.0,18.5
3,Ready To Move,Hennur,2 BHK,1075,2.0,1.0,52.0
3,18-Mar,Chandapura,1 BHK,530,1.0,0.0,11.66
0,Ready To Move,Bellandur,2 BHK,1205,2.0,3.0,66.0
3,Ready To Move,5th Phase JP Nagar,2 BHK,1075,2.0,2.0,60.0
0,Ready To Move,KR Puram,2 BHK,930,2.0,2.0,39.0
3,Ready To Move,Balagere,2 BHK,1380,2.0,1.0,60.0
3,Ready To Move,Hebbal,4 BHK,2483,5.0,2.0,212.0
0,Ready To Move,Kodigehaali,2 BHK,1166,2.0,2.0,55.0
3,Ready To Move,Bannerghatta Road,2 BHK,1050,2.0,1.0,65.0
3,19-Mar,Gopalapura,3 BHK,2023.71,3.0,2.0,275.0
3,Ready To Move,Begur Road,2 BHK,1200,2.0,2.0,46.8
3,Ready To Move,Lakshminarayana Pura,3 BHK,1600,2.0,1.0,108.0
3,Ready To Move,Billekahalli,3 BHK,1935,3.0,2.0,110.0
3,18-May,8th Phase JP Nagar,1 BHK,451,1.0,0.0,29.9
3,Ready To Move,Electronic City,3 BHK,1800,3.0,2.0,95.0
3,18-May,Jalahalli,3 BHK,1400,3.0,0.0,77.0
3,Ready To Move,Hegde Nagar,3 BHK,1801,3.0,2.0,115.0
0,Ready To Move,Mahadevpura,2 BHK,1451,2.0,2.0,90.0
2,19-Jan,Anekal,2 Bedroom,1200,1.0,1.0,36.0
3,Ready To Move,Begur Road,2 BHK,1160,2.0,2.0,44.0
0,Ready To Move,Kengeri,2 BHK,1000,2.0,1.0,25.0
3,Ready To Move,Kanakpura Road,2 BHK,950,2.0,1.0,40.0
0,20-Dec,"Hoodi Circle, ",3 BHK,1629,3.0,2.0,79.0
0,Ready To Move,Vijayanagar,3 BHK,1580,2.0,0.0,134.0
3,21-Jun,Vijayanagar,3 BHK,1826,3.0,2.0,121.0
0,Ready To Move,7th Phase JP Nagar,2 BHK,1245,2.0,1.0,94.0
3,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1145,2.0,2.0,45.79
3,Ready To Move,Sompura,2 BHK,825,2.0,1.0,33.0
3,18-Aug,Yeshwanthpur,3 BHK,1693,3.0,3.0,108.0
3,Ready To Move,Electronics City Phase 1,2 BHK,1113.27,2.0,2.0,53.0
0,Ready To Move,Ashirvad Colony,2 BHK,1460,2.0,1.0,58.0
0,Ready To Move,Doddathoguru,2 BHK,1050,2.0,1.0,32.0
0,Ready To Move,Dodda Nekkundi,2 BHK,1260,2.0,2.0,55.0
3,Ready To Move,K N Extension,6 BHK,700,3.0,2.0,120.0
0,Ready To Move,Hosur Road,2 BHK,1656,2.0,1.0,120.0
3,Ready To Move,Chandapura,3 BHK,1208,3.0,1.0,45.0
3,Ready To Move,Whitefield,3 BHK,1910,3.0,2.0,161.0
3,Ready To Move,Whitefield,4 BHK,3252,4.0,1.0,230.0
2,Ready To Move,Battarahalli,2 Bedroom,1200,2.0,1.0,65.0
3,Ready To Move,Gokula Extension,4 BHK,1200,4.0,1.0,175.0
3,Ready To Move,7th Phase JP Nagar,2 BHK,1175,2.0,1.0,82.0
2,Ready To Move,Kamakshipalya,2 Bedroom,1000,2.0,0.0,165.0
2,Ready To Move,Bannerghatta Road,4 Bedroom,1200,2.0,0.0,125.0
3,Ready To Move,Rajaji Nagar,3 BHK,2390,3.0,2.0,410.0
3,19-Jan,Rajaji Nagar,7 BHK,12000,6.0,3.0,2200.0
2,Ready To Move,Sultan Palaya,2 Bedroom,550,1.0,1.0,62.0
3,Ready To Move,Kengeri,1 BHK,34.46Sq. Meter,1.0,0.0,18.5
3,Ready To Move,Sanne Amanikere,2 BHK,1185,2.0,2.0,38.0
3,Ready To Move,Kengeri,2 BHK,750,2.0,1.0,38.0
2,Ready To Move,Mahalakshmi Layout,6 Bedroom,1200,7.0,3.0,250.0
3,Ready To Move,Kanakpura Road,3 BHK,1550,3.0,3.0,64.5
0,Ready To Move,Amco Colony,3 BHK,1760,3.0,2.0,88.0
3,Ready To Move,Billekahalli,2 BHK,1125,2.0,2.0,62.0
2,Ready To Move,Nagarbhavi,3 Bedroom,1350,3.0,2.0,150.0
2,17-Dec,Anandapura,2 Bedroom,1000,2.0,1.0,55.0
0,18-Aug,Bommasandra Industrial Area,2 BHK,1090,2.0,2.0,31.48
2,Ready To Move,TC Palaya,2 Bedroom,1200,2.0,0.0,60.0
3,Ready To Move,Budigere,3 BHK,1991,4.0,2.0,103.0
3,18-Oct,Bommasandra,2 BHK,1060,2.0,1.0,26.5
3,Ready To Move,Ambalipura,2 BHK,1105,2.0,1.0,75.0
0,Ready To Move,Hoodi,2 BHK,985,2.0,2.0,67.0
2,Ready To Move,Chandapura,6 Bedroom,1533,5.0,3.0,85.0
3,17-Jul,Balagere,3 BHK,1590,3.0,2.0,79.0
3,Ready To Move,CV Raman Nagar,2 BHK,1120,2.0,2.0,55.0
3,Ready To Move,Samethanahalli,2 BHK,1069,2.0,1.0,55.0
3,Ready To Move,Marathahalli,3 BHK,1933,3.0,2.0,140.0
0,16-Mar,Hosur Road,2 BHK,1194,2.0,0.0,69.0
3,Ready To Move,Brookefield,2 BHK,1150,2.0,3.0,69.0
3,Ready To Move,Yelenahalli,2 BHK,1240,2.0,2.0,47.12
3,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1419,2.0,2.0,48.1
2,Ready To Move,7th Phase JP Nagar,8 Bedroom,1200,8.0,2.0,250.0
3,Ready To Move,Richmond Town,3 BHK,2150,4.0,2.0,240.0
3,Ready To Move,Suddaguntepalya,3 BHK,1450,3.0,2.0,55.0
3,18-Jul,Udayapur Village,3 BHK,1630,3.0,2.0,68.29
3,Ready To Move,Dasanapura,2 BHK,708,1.0,1.0,40.0
2,Ready To Move,Kasavanhalli,3 Bedroom,1000,4.0,3.0,110.0
2,Ready To Move,Whitefield,4 Bedroom,11890,4.0,3.0,700.0
3,Ready To Move,Bellandur,2 BHK,1250,2.0,1.0,76.0
3,Ready To Move,7th Phase JP Nagar,3 BHK,1400,2.0,1.0,95.0
3,Ready To Move,Sarjapur  Road,3 BHK,1670,2.0,3.0,57.0
3,Ready To Move,Ardendale,3 BHK,1750,3.0,2.0,100.0
3,Ready To Move,Vittasandra,2 BHK,1404,2.0,1.0,71.0
3,Ready To Move,Hoodi,3 BHK,1715,2.0,2.0,95.0
0,18-Apr,Electronic City,1 BHK,630,1.0,1.0,34.65
3,Ready To Move,Harlur,3 BHK,1752.12,3.0,2.0,135.0
3,Ready To Move,Hulimavu,3 BHK,1650,3.0,2.0,78.0
3,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1295,2.0,1.0,55.47
2,Ready To Move,Giri Nagar,3 Bedroom,1800,3.0,2.0,252.0
3,18-Sep,Sarjapur  Road,2 BHK,1346,2.0,1.0,74.03
2,Ready To Move,Thippasandra,4 Bedroom,1200,4.0,2.0,200.0
3,Ready To Move,Hormavu,2 BHK,1150,2.0,2.0,55.0
0,Ready To Move,Chikkabidarakallu,4 Bedroom,3309,4.0,3.0,325.0
3,18-May,Chandapura,3 BHK,1190,2.0,2.0,30.35
3,Ready To Move,AECS Layout,3 BHK,1620,3.0,2.0,98.0
3,18-Apr,Marathahalli,2 BHK,950,2.0,1.0,46.96
3,Ready To Move,1 Giri Nagar,11 BHK,5000,9.0,3.0,360.0
3,Ready To Move,Harlur,3 BHK,2450,3.0,0.0,120.0
3,18-May,Electronic City Phase II,3 BHK,1220,2.0,1.0,35.23
3,Ready To Move,Hoysalanagar,2 BHK,850,2.0,1.0,30.0
0,Ready To Move,Padmanabhanagar,2 BHK,1020,2.0,2.0,63.0
0,Ready To Move,Chikkalasandra,2 BHK,1100,2.0,2.0,50.0
3,Ready To Move,Defence Colony,2 BHK,1150,2.0,2.0,126.0
3,18-Dec,Hebbal,3 BHK,1760,2.0,2.0,130.0
3,Ready To Move,Ambalipura,3 BHK,1800,3.0,3.0,110.0
3,Ready To Move,Akshaya Nagar,2 BHK,1070,2.0,1.0,54.0
2,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,1500,4.0,2.0,220.0
2,Ready To Move,Vidyaranyapura,2 Bedroom,1440,2.0,0.0,95.0
3,Ready To Move,Amruthahalli,2 BHK,900,2.0,1.0,40.0
0,Ready To Move,ITI Employees Layout,4 BHK,1200,4.0,1.0,230.0
3,18-May,Whitefield,2 BHK,1130,2.0,1.0,42.16
3,Ready To Move,Koramangala,2 BHK,1320,2.0,1.0,165.0
3,19-Jun,Kodigehalli,2 BHK,1270,2.0,1.0,98.0
0,Ready To Move,Patelappa Layout,2 BHK,1200,2.0,1.0,62.0
3,Ready To Move,Ring Road Nagarbhavi,4 BHK,4800,4.0,2.0,235.0
3,Ready To Move,NS Palya,2 BHK,1200,2.0,1.0,74.0
3,Ready To Move,Subramanyapura,2 BHK,929,2.0,0.0,50.17
0,Ready To Move,RMV 2nd Stage,4 BHK,1150,4.0,2.0,260.0
2,Ready To Move,Basavangudi,4 Bedroom,1125,4.0,3.0,180.0
2,Ready To Move,Kenchenahalli,5 Bedroom,500,3.0,2.0,65.0
2,Ready To Move,3rd Block Hrbr Layout,5 Bedroom,1200,5.0,2.0,190.0
3,Ready To Move,KUDLU MAIN ROAD,3 BHK,1464,3.0,2.0,56.0
3,Ready To Move,7th Phase JP Nagar,4 BHK,3600,4.0,3.0,400.0
2,Ready To Move,Bank Avenue,4 Bedroom,2000,4.0,2.0,99.0
3,Ready To Move,Chikkalasandra,2 BHK,1208,2.0,1.0,49.0
3,Ready To Move,Hebbal Kempapura,2 BHK,1130,2.0,2.0,60.0
3,Ready To Move,Surabhi Layout,3 BHK,1753,3.0,2.0,120.0
3,Ready To Move,Old Madras Road,5 BHK,4500,7.0,3.0,337.0
2,Ready To Move,Banjara Layout,3 Bedroom,600,3.0,2.0,58.0
3,22-Jun,Hoodi,2 BHK,1196,2.0,2.0,94.42
0,Ready To Move,5th Phase JP Nagar,2 BHK,1150,3.0,3.0,52.5
3,18-Apr,Electronic City,2 BHK,1128,2.0,1.0,63.0
3,Ready To Move,Omkar Nagar,2 BHK,1000,2.0,1.0,53.0
3,Ready To Move,Yelahanka,2 BHK,1035,2.0,1.0,45.0
0,Ready To Move,Kereguddadahalli,2 BHK,950,2.0,1.0,32.0
3,Ready To Move,Bisuvanahalli,3 BHK,1075,2.0,1.0,36.0
3,Ready To Move,Whitefield,2 BHK,1040,2.0,1.0,48.5
2,17-Oct,Maragondanahalli,2 Bedroom,720,2.0,1.0,45.0
3,Ready To Move,Lingadheeranahalli,3 BHK,1511,3.0,1.0,95.0
0,Ready To Move,Silk Board,3 BHK,1300,3.0,1.0,58.0
3,19-Dec,Hoodi,3 BHK,1545,3.0,1.0,68.75
0,Ready To Move,Shampura,1 BHK,375,2.0,0.0,26.0
3,Ready To Move,Vidyaranyapura,2 BHK,1062,2.0,3.0,38.0
3,Ready To Move,Kada Agrahara,2 BHK,1115,2.0,1.0,40.0
3,Ready To Move,JP Nagar,2 BHK,1000,2.0,1.0,35.0
3,17-May,Kambipura,2 BHK,883,2.0,1.0,45.0
3,19-Apr,Sarjapur  Road,2 BHK,1195,2.0,1.0,70.0
2,Ready To Move,BHEL Layout,4 Bedroom,1200,3.0,1.0,165.0
0,Ready To Move,Medahalli,1 Bedroom,700,1.0,0.0,41.0
3,Ready To Move,Vittasandra,2 BHK,1246,2.0,1.0,67.0
2,Ready To Move,8th Phase JP Nagar,4 Bedroom,660,4.0,2.0,90.0
2,Ready To Move,Banashankari Stage III,4 Bedroom,8500,4.0,2.0,145.0
3,Ready To Move,Kashi Nagar,4 BHK,1600,4.0,1.0,80.0
3,18-Dec,Haralur Road,4 BHK,2805,5.0,3.0,154.0
3,Ready To Move,Begur Road,3 BHK,1584,3.0,2.0,65.0
2,Ready To Move,Sector 7 HSR Layout,4 Bedroom,3000,5.0,1.0,275.0
0,Ready To Move,Hosur Road,3 BHK,1175,2.0,2.0,48.0
0,19-Jul,"Yemlur, Old Airport Road, ",3 BHK,1595,3.0,2.0,115.0
3,Ready To Move,VHBCS Layout,2 BHK,1353,2.0,2.0,110.0
3,18-Apr,Electronic City,3 BHK,1599,3.0,2.0,125.0
3,Ready To Move,Whitefield,2 BHK,1150,2.0,1.0,70.0
3,17-Dec,Jakkur,4 BHK,5230,6.0,1.0,465.0
3,Ready To Move,KR Puram,2 BHK,1155,2.0,2.0,42.74
0,Ready To Move,Ittamadu,1 BHK,1200,2.0,0.0,85.0
3,18-Jul,Electronic City Phase II,2 BHK,1000,2.0,1.0,25.0
3,Ready To Move,Thanisandra,4 BHK,3000,4.0,2.0,120.0
0,Ready To Move,Rajiv Nagar,3 BHK,1867,3.0,1.0,160.0
3,18-Jun,Ramagondanahalli,2 BHK,1251,2.0,1.0,47.0
3,18-Apr,Gattahalli,2 BHK,1028,2.0,1.0,45.5
3,Ready To Move,Arekere,2 BHK,1222,2.0,2.0,45.0
3,Ready To Move,Bannerghatta Road,3 BHK,1170,2.0,1.0,66.0
3,Ready To Move,Hebbal,3 BHK,2400,4.0,1.0,245.0
3,Ready To Move,Ramanjaneyanagar,3 BHK,1385,2.0,2.0,48.48
3,Ready To Move,HSR Layout,2 BHK,1372,2.0,1.0,68.0
3,Ready To Move,Magadi Road,3 BHK,1282,2.0,2.0,49.0
3,Ready To Move,Mico Layout,9 BHK,5000,9.0,3.0,210.0
0,Ready To Move,7th Block Jayanagar,5 Bedroom,3000,3.0,1.0,528.0
3,Ready To Move,Kanakpura Road,2 BHK,1135,2.0,1.0,39.73
0,20-Dec,Whitefield,3 BHK,1768,3.0,2.0,101.0
0,Ready To Move,Byatarayanapura,3 BHK,1325,2.0,1.0,90.0
3,18-Apr,Electronic City,3 BHK,1599,3.0,2.0,99.0
2,18-Mar,Whitefield,3 Bedroom,1500,3.0,1.0,61.95
2,Ready To Move,2nd Phase JP Nagar,3 Bedroom,2610,3.0,0.0,499.0
3,Ready To Move,Uttarahalli,2 BHK,1286,2.0,2.0,63.0
0,Ready To Move,Kammanahalli,5 BHK,2845,5.0,1.0,140.0
3,Ready To Move,K G Colony,3 BHK,1600,2.0,2.0,50.0
3,18-Sep,Hennur Road,2 BHK,1195 - 1440,2.0,0.0,63.77
3,Ready To Move,Hebbal,3 BHK,3450,5.0,2.0,260.0
3,18-Apr,Munnekollal,2 BHK,1102,2.0,2.0,53.67
3,Ready To Move,Yelahanka,2 BHK,1350,2.0,2.0,54.0
3,Ready To Move,Banashankari,3 BHK,1200,2.0,2.0,42.0
2,Ready To Move,Hosa Road,6 Bedroom,1300,6.0,0.0,145.0
2,Ready To Move,Herohalli,2 Bedroom,1800,1.0,1.0,80.0
0,Ready To Move,Chikkabanavar,2 BHK,950,2.0,1.0,40.0
3,21-Dec,Kanakpura Road,1 BHK,525,1.0,1.0,27.25
0,Ready To Move,Attibele,2 BHK,656,2.0,1.0,25.0
2,Ready To Move,Marathahalli,4 Bedroom,1780,4.0,3.0,175.0
3,Ready To Move,3rd Block Hrbr Layout,2 BHK,1056,2.0,1.0,80.0
3,21-Feb,Bannerghatta Road,1 BHK,595,1.0,1.0,33.32
0,Ready To Move,Ittamadu,2 BHK,1080,2.0,2.0,50.0
3,19-Dec,7th Phase JP Nagar,3 BHK,2225,3.0,1.0,160.0
3,18-Aug,Bommasandra,2 BHK,1126,2.0,1.0,28.15
3,Ready To Move,Electronics City Phase 1,3 BHK,1490,3.0,1.0,84.0
2,Ready To Move,HRBR Layout,4 Bedroom,2000,4.0,1.0,300.0
3,Ready To Move,Sarjapur  Road,3 BHK,1550,3.0,3.0,100.0
3,Ready To Move,Whitefield,3 BHK,1600,3.0,2.0,86.0
0,Ready To Move,Ashwini layout,2 BHK,1160,2.0,1.0,55.0
0,Ready To Move,Whitefield,4 Bedroom,4144,4.0,3.0,315.0
3,Ready To Move,Sarjapur  Road,3 BHK,2100,3.0,2.0,125.0
3,Ready To Move,Vittasandra,2 BHK,1404,2.0,1.0,69.3
2,Ready To Move,Sarjapur  Road,4 Bedroom,2230,4.0,3.0,225.0
3,Ready To Move,Marathalli bridge,3 BHK,1544,3.0,2.0,120.0
3,18-May,Banashankari Stage III,3 BHK,1305,2.0,1.0,58.7
3,Ready To Move,Marathahalli,2 BHK,1230,2.0,2.0,80.0
2,Ready To Move,T.C PALYA,2 Bedroom,1200,2.0,0.0,65.0
3,Ready To Move,Harlur,3 BHK,1460,3.0,1.0,73.0
2,Immediate Possession,Sarjapur  Road,,1200 - 2400,2.0,2.0,34.185
0,Ready To Move,Gottigere,2 BHK,967,2.0,3.0,45.0
0,Ready To Move,Byatarayanapura,1 Bedroom,540,1.0,1.0,36.0
3,19-Dec,Hormavu,1 BHK,715,1.0,2.0,46.0
3,Ready To Move,Whitefield,3 BHK,2500,3.0,2.0,313.0
3,Ready To Move,Dooravani Nagar,3 BHK,1578,3.0,1.0,180.0
3,Ready To Move,Mysore Road,2 BHK,1020,2.0,1.0,48.95
3,Ready To Move,Jigani,2 BHK,1020,2.0,1.0,40.0
3,Ready To Move,Koramangala,2 BHK,1253,2.0,1.0,102.0
3,Ready To Move,JCR Layout,2 BHK,1180,2.0,2.0,42.0
3,Ready To Move,Nehru Nagar,2 BHK,961,2.0,2.0,38.0
0,Ready To Move,Kanakapura,3 BHK,1419,3.0,3.0,75.0
3,Ready To Move,Harlur,3 BHK,1709,3.0,2.0,150.0
2,Ready To Move,Papareddipalya,2 Bedroom,1600,2.0,0.0,115.0
3,18-Jul,Venkatapura,1 BHK,416,1.0,1.0,18.5
1,Ready To Move,Sanjay nagar,2 BHK,1100,2.0,2.0,98.0
3,Ready To Move,HSR Layout,3 BHK,1430,2.0,1.0,65.0
3,Ready To Move,Sneha Colony,2 BHK,1260,2.0,2.0,45.0
0,Ready To Move,RMV Extension,3 BHK,1630,3.0,2.0,85.0
3,19-May,Sarjapur  Road,3 BHK,1249,3.0,2.0,44.71
3,Ready To Move,Kalena Agrahara,3 BHK,1450,2.0,3.0,85.0
3,17-Nov,Konanakunte,3 BHK,2791,3.0,1.0,223.0
3,Ready To Move,Hosapalya,1 BHK,600,1.0,0.0,90.0
0,Ready To Move,Ashwini layout,1 BHK,834,1.0,1.0,60.0
2,Ready To Move,Doddagubbi,3 Bedroom,1125,4.0,1.0,70.0
3,Ready To Move,Arekere,3 BHK,2060,3.0,2.0,140.0
3,19-Jan,Malleshwaram,7 BHK,12000,7.0,3.0,2200.0
0,Ready To Move,Gottigere,2 BHK,891,2.0,1.0,25.0
3,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1133,2.0,1.0,49.07
0,Ready To Move,Bisuvanahalli,3 BHK,1075,2.0,1.0,37.0
3,18-May,Sector 6 HSR Layout,4 BHK,3000,5.0,2.0,260.0
2,Ready To Move,Brookefield,4 Bedroom,2440,5.0,2.0,425.0
0,Ready To Move,Vidyaranyapura,2 BHK,1200,2.0,2.0,55.0
3,Ready To Move,Thanisandra,2 BHK,1075,2.0,2.0,45.8
3,Ready To Move,Kaggadasapura,2 BHK,1140,2.0,2.0,40.0
2,Ready To Move,Margondanahalli,5 Bedroom,940,4.0,2.0,150.0
2,Ready To Move,ITI Layout,6 Bedroom,2160,5.0,1.0,250.0
3,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1090,2.0,1.0,42.0
0,Ready To Move,R.T. Nagar,4 Bedroom,1500,4.0,1.0,70.0
3,Ready To Move,Whitefield,4 BHK,4104,4.0,2.0,360.0
3,Ready To Move,Whitefield,3 BHK,1790,3.0,2.0,100.0
3,18-Dec,Hebbal,3 BHK,1920,3.0,2.0,134.0
0,Ready To Move,HRBR Layout,2 BHK,1374,2.0,2.0,95.0
1,Ready To Move,Bannerghatta Road,3 BHK,1445,3.0,2.0,95.0
3,19-Dec,Kanakapura,1 BHK,711,1.0,1.0,36.0
3,Ready To Move,Tumkur Road,3 BHK,1500,3.0,3.0,95.0
3,Ready To Move,Whitefield,3 BHK,1720,3.0,3.0,100.0
3,Ready To Move,Vasanthapura,3 BHK,1400,3.0,2.0,60.0
0,Ready To Move,Kundalahalli,2 BHK,1030,2.0,2.0,49.0
3,Ready To Move,Mysore Road,2 BHK,1200,2.0,1.0,85.0
1,18-Jul,Hosahalli,3 BHK,1375,3.0,2.0,70.0
2,Ready To Move,Hegde Nagar,2 Bedroom,1050,1.0,2.0,56.0
3,Ready To Move,Jalahalli,3 BHK,2250,3.0,2.0,160.0
3,Ready To Move,Bellandur,2 BHK,1000,2.0,2.0,50.0
3,Ready To Move,Jalahalli West,1 BHK,469,1.0,0.0,25.0
3,Ready To Move,Marathahalli,4 BHK,3800,4.0,3.0,250.0
3,Ready To Move,Kambipura,2 BHK,883,2.0,1.0,29.0
3,Ready To Move,GM Palaya,3 BHK,1820,2.0,3.0,86.0
0,Ready To Move,Singasandra,3 BHK,1440,2.0,3.0,65.0
3,Ready To Move,near Ramanashree California resort,6 BHK,3600,4.0,1.0,160.0
0,Ready To Move,Malleshwaram,4 BHK,2500,5.0,2.0,325.0
3,18-Aug,Mahadevpura,2 BHK,1225,2.0,2.0,48.0
2,Ready To Move,"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,4000,3.0,1.0,660.0
1,Ready To Move,Chikkalasandra,2 BHK,875,2.0,3.0,52.8
3,Ready To Move,Jalahalli East,1 BHK,750,1.0,2.0,40.0
3,Ready To Move,6th Phase JP Nagar,2 BHK,1180,2.0,3.0,80.0
3,Ready To Move,Haralur Road,2 BHK,1194,2.0,2.0,47.0
3,Ready To Move,Hennur Road,3 BHK,1500,2.0,2.0,62.0
3,Ready To Move,Poornapragna Housing Society Layout,2 BHK,1160,2.0,2.0,52.2
0,Ready To Move,Arekere,9 Bedroom,4125Perch,9.0,2.0,265.0
3,Ready To Move,Hosakerehalli,3 BHK,2378,3.0,1.0,262.0
3,Ready To Move,Sarjapur,2 BHK,1128,2.0,1.0,60.0
3,Ready To Move,Hebbal,3 BHK,1500,3.0,1.0,150.0
0,18-Aug,Huskur,3 BHK,1220,2.0,1.0,35.23
3,Ready To Move,Sarjapur  Road,2 BHK,1210,2.0,2.0,58.0
3,20-Oct,Kanakpura Road,3 BHK,1100,2.0,1.0,58.0
3,Ready To Move,Bommasandra,3 BHK,1200,3.0,2.0,46.0
0,18-Mar,Haralur Road,4 BHK,3385,5.0,2.0,260.0
3,Ready To Move,Nagondanahalli,3 BHK,1641,3.0,2.0,66.0
3,Ready To Move,Horamavu Agara,2 BHK,1200,2.0,1.0,45.0
3,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1260,2.0,1.0,67.39
3,Ready To Move,Mahadevpura,3 BHK,1720,3.0,3.0,78.0
3,Ready To Move,Yelahanka,2 BHK,1120 - 1145,2.0,0.0,48.13
3,Ready To Move,Yelahanka,2 BHK,1210,2.0,1.0,45.98
0,Ready To Move,Indira Nagar,4 Bedroom,2200,4.0,2.0,200.0
3,Ready To Move,Bisuvanahalli,3 BHK,1075,2.0,1.0,45.0
0,Ready To Move,Thanisandra,3 BHK,1702,3.0,2.0,130.0
3,Ready To Move,Shanthala Nagar,2 BHK,1630,2.0,2.0,200.0
3,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1141,2.0,2.0,38.55
3,18-Apr,Shantiniketan Layout,3 BHK,2072,3.0,2.0,108.0
3,18-Dec,JP Nagar,5 BHK,4400 - 6640,2.0,2.0,375.0
0,Ready To Move,Herohalli,3 Bedroom,1200,2.0,0.0,70.0
3,Ready To Move,Teachers Colony,3 BHK,1350,3.0,0.0,77.0
0,18-Mar,Bettahalsoor,4 Bedroom,3090 - 5002,4.0,0.0,445.0
3,18-Dec,Srinivasa Nagar,3 BHK,1180,2.0,2.0,78.34
0,Ready To Move,Yelahanka,3 BHK,35000,3.0,3.0,130.0
3,Ready To Move,Langford Town,2 BHK,1355,2.0,2.0,115.0
2,Ready To Move,Sulthangunta,1 Bedroom,600,1.0,0.0,50.0
2,Ready To Move,Hormavu,7 Bedroom,1200,7.0,2.0,150.0
3,Ready To Move,Bannerghatta Road,3 BHK,1640,2.0,1.0,120.0
2,Ready To Move,Byrathi Village,5 Bedroom,1200,5.0,0.0,100.0
3,Ready To Move,Kodichikkanahalli,3 BHK,1190,2.0,2.0,57.0
2,Ready To Move,OMBR Layout,4 Bedroom,2400,4.0,2.0,375.0
3,Ready To Move,Marathahalli,2 BHK,1019,2.0,2.0,49.85
3,Ready To Move,Ambedkar Colony,3 BHK,1875,3.0,2.0,165.0
3,18-May,Akshaya Nagar,3 BHK,1250,3.0,2.0,40.0
2,Ready To Move,Brookefield,3 Bedroom,1200,3.0,2.0,140.0
3,Ready To Move,Whitefield,2 BHK,1140,2.0,1.0,56.0
3,Ready To Move,Lingadheeranahalli,3 BHK,1683,3.0,1.0,109.0
3,Ready To Move,Kaggadasapura,3 BHK,1515,3.0,2.0,83.3
3,19-Dec,Hoodi,4 BHK,2118,4.0,2.0,111.0
0,Ready To Move,Bannerghatta Road,4 Bedroom,1380,3.0,0.0,58.0
3,Ready To Move,Varthur Road,2 BHK,1083,2.0,2.0,61.75
2,Ready To Move,Anjappa Layout,2 Bedroom,600,2.0,1.0,55.0
0,Ready To Move,Avalahalli,3 BHK,2300,3.0,3.0,120.0
3,Ready To Move,Prakruthi Nagar,2 BHK,1240,2.0,2.0,60.0
3,Ready To Move,Surabhi Layout,3 BHK,1750,3.0,1.0,120.0
3,18-Apr,Sadaramangala,2 BHK,1230,2.0,2.0,43.48
2,17-Aug,Anjanapura,3 Bedroom,1500,3.0,1.0,139.0
3,Ready To Move,Abbigere,2 BHK,985,2.0,1.0,40.39
2,Ready To Move,Tindlu,3 Bedroom,1500,2.0,1.0,87.0
0,18-Dec,Electronic City,2 BHK,1125,2.0,1.0,32.49
0,Ready To Move,Maruthi Sevanagar,2 BHK,950,2.0,1.0,44.0
3,18-Dec,JP Nagar,5 BHK,4400 - 6800,2.0,2.0,548.5
3,Ready To Move,Kothanur,3 BHK,1580,3.0,3.0,76.0
2,Ready To Move,B Narayanapura,3 Bedroom,1092,2.0,1.0,98.5
0,18-Jul,Electronic City Phase II,2 BHK,1090,2.0,1.0,28.34
0,19-Mar,Hennur Road,3 Bedroom,2264,3.0,1.0,159.0
3,19-Aug,Dommasandra,3 BHK,1033,2.0,2.0,25.53
3,18-Apr,Kammasandra,2 BHK,810,2.0,2.0,24.5
3,Ready To Move,Green Garden Layout,2 BHK,1045,2.0,0.0,45.0
3,18-Sep,Hebbal,2 BHK,1337,2.0,1.0,82.0
3,Ready To Move,Chandapura,2 BHK,1200,2.0,2.0,32.0
3,Ready To Move,Koramangala,3 BHK,1580,3.0,2.0,160.0
3,Ready To Move,Begur Road,3 BHK,1500,2.0,3.0,54.0
3,18-Sep,Whitefield,3 BHK,1640,4.0,2.0,91.0
3,Ready To Move,Silver Springs Layout,3 BHK,1570,3.0,2.0,62.0
3,Ready To Move,Gubbalala,3 BHK,1470,2.0,2.0,82.0
3,Ready To Move,Kengeri,2 BHK,1160,2.0,2.0,40.61
0,Ready To Move,7th Phase JP Nagar,2 BHK,1050,2.0,1.0,71.0
3,20-Jun,Dairy Circle,3 BHK,1855,3.0,1.0,225.0
3,Ready To Move,Bannerghatta Road,3 BHK,1460,2.0,1.0,90.0
0,Ready To Move,Hulimavu,3 BHK,1823,3.0,2.0,100.0
3,Ready To Move,Electronic City,2 BHK,1094,2.0,2.0,42.0
3,Ready To Move,Budigere,2 BHK,1153,2.0,2.0,57.0
0,Ready To Move,Hoysalanagar,3 BHK,1325,3.0,1.0,57.0
